source,target,weight,distance,electrode
e19_t201,e19_t205,0.0667,4,O2
e19_t208,e19_t209,0.1333,1,O2
e19_t211,e19_t212,0.1333,1,O2
e19_t218,e19_t219,0.2667,1,O2
e19_t229,e19_t230,0.1333,1,O2
e19_t230,e19_t252,0.0667,22,O2
e19_t20,e19_t30,0.0667,10,O2
e19_t24,e19_t30,0.0667,6,O2
e19_t26,e19_t29,0.0667,3,O2
e19_t47,e19_t151,0.0667,104,O2
e19_t48,e19_t49,0.0667,1,O2
e19_t48,e19_t149,0.0667,101,O2
e19_t57,e19_t60,0.0667,3,O2
e19_t78,e19_t79,0.2,1,O2
e19_t78,e19_t103,0.0667,25,O2
e19_t78,e19_t110,0.0667,32,O2
e19_t79,e19_t94,0.0667,15,O2
e19_t80,e19_t87,0.0667,7,O2
e19_t89,e19_t94,0.0667,5,O2
e19_t102,e19_t103,0.1333,1,O2
e19_t104,e19_t110,0.0667,6,O2
e19_t105,e19_t110,0.0667,5,O2
e19_t119,e19_t147,0.0667,28,O2
e19_t122,e19_t146,0.0667,24,O2
e19_t138,e19_t140,0.0667,2,O2
e19_t171,e19_t172,0.0667,1,O2
e19_t175,e19_t176,0.0667,1,O2
e19_t177,e19_t246,0.0667,69,O2
e19_t180,e19_t243,0.0667,63,O2
e19_t180,e19_t245,0.0667,65,O2
e19_t181,e19_t182,0.1333,1,O2
e19_t181,e19_t241,0.0667,60,O2
e19_t182,e19_t183,0.1333,1,O2
e19_t182,e19_t206,0.0667,24,O2
e19_t183,e19_t198,0.0667,15,O2
e19_t183,e19_t205,0.0667,22,O2
e19_t215,e19_t216,0.1333,1,O2
e19_t215,e19_t231,0.0667,16,O2
e19_t216,e19_t223,0.0667,7,O2
e19_t216,e19_t226,0.0667,10,O2
e19_t216,e19_t227,0.0667,11,O2
e19_t216,e19_t228,0.0667,12,O2
e19_t242,e19_t243,0.1333,1,O2
e19_t249,e19_t252,0.0667,3,O2
e19_t3,e19_t19,0.0667,16,O2
e19_t16,e19_t18,0.0667,2,O2
e19_t21,e19_t30,0.0667,9,O2
e19_t31,e19_t32,0.0667,1,O2
e19_t35,e19_t36,0.0667,1,O2
e19_t38,e19_t39,0.0667,1,O2
e19_t40,e19_t63,0.0667,23,O2
e19_t41,e19_t63,0.0667,22,O2
e19_t44,e19_t48,0.0667,4,O2
e19_t56,e19_t62,0.0667,6,O2
e19_t71,e19_t107,0.0667,36,O2
e19_t72,e19_t105,0.0667,33,O2
e19_t73,e19_t103,0.0667,30,O2
e19_t76,e19_t102,0.0667,26,O2
e19_t77,e19_t102,0.0667,25,O2
e19_t79,e19_t101,0.0667,22,O2
e19_t80,e19_t99,0.0667,19,O2
e19_t81,e19_t96,0.0667,15,O2
e19_t81,e19_t97,0.0667,16,O2
e19_t85,e19_t94,0.0667,9,O2
e19_t112,e19_t147,0.0667,35,O2
e19_t114,e19_t144,0.0667,30,O2
e19_t115,e19_t143,0.0667,28,O2
e19_t117,e19_t143,0.0667,26,O2
e19_t118,e19_t119,0.0667,1,O2
e19_t118,e19_t137,0.0667,19,O2
e19_t120,e19_t136,0.0667,16,O2
e19_t121,e19_t135,0.0667,14,O2
e19_t122,e19_t134,0.0667,12,O2
e19_t138,e19_t139,0.0667,1,O2
e19_t153,e19_t181,0.0667,28,O2
e19_t155,e19_t180,0.0667,25,O2
e19_t160,e19_t177,0.0667,17,O2
e19_t160,e19_t179,0.0667,19,O2
e19_t161,e19_t175,0.0667,14,O2
e19_t162,e19_t174,0.0667,12,O2
e19_t168,e19_t174,0.0667,6,O2
e19_t169,e19_t173,0.0667,4,O2
e19_t169,e19_t174,0.0667,5,O2
e19_t171,e19_t173,0.0667,2,O2
e19_t185,e19_t186,0.0667,1,O2
e19_t186,e19_t187,0.0667,1,O2
e19_t209,e19_t210,0.1333,1,O2
e19_t212,e19_t215,0.0667,3,O2
e19_t218,e19_t222,0.0667,4,O2
e19_t225,e19_t226,0.0667,1,O2
e19_t226,e19_t227,0.1333,1,O2
e19_t227,e19_t228,0.1333,1,O2
e19_t235,e19_t236,0.0667,1,O2
e19_t240,e19_t255,0.0667,15,O2
e19_t15,e19_t31,0.0667,16,O2
e19_t17,e19_t31,0.0667,14,O2
e19_t19,e19_t30,0.0667,11,O2
e19_t20,e19_t24,0.0667,4,O2
e19_t20,e19_t25,0.0667,5,O2
e19_t20,e19_t29,0.0667,9,O2
e19_t25,e19_t28,0.0667,3,O2
e19_t30,e19_t31,0.0667,1,O2
e19_t41,e19_t76,0.0667,35,O2
e19_t42,e19_t76,0.0667,34,O2
e19_t43,e19_t76,0.0667,33,O2
e19_t44,e19_t76,0.0667,32,O2
e19_t45,e19_t76,0.0667,31,O2
e19_t46,e19_t76,0.0667,30,O2
e19_t49,e19_t50,0.0667,1,O2
e19_t50,e19_t70,0.0667,20,O2
e19_t50,e19_t71,0.0667,21,O2
e19_t51,e19_t69,0.0667,18,O2
e19_t51,e19_t70,0.0667,19,O2
e19_t52,e19_t65,0.0667,13,O2
e19_t58,e19_t60,0.0667,2,O2
e19_t92,e19_t108,0.0667,16,O2
e19_t93,e19_t108,0.0667,15,O2
e19_t95,e19_t106,0.0667,11,O2
e19_t97,e19_t99,0.0667,2,O2
e19_t97,e19_t101,0.0667,4,O2
e19_t121,e19_t190,0.0667,69,O2
e19_t121,e19_t191,0.0667,70,O2
e19_t121,e19_t194,0.0667,73,O2
e19_t128,e19_t189,0.0667,61,O2
e19_t136,e19_t181,0.0667,45,O2
e19_t145,e19_t181,0.0667,36,O2
e19_t152,e19_t181,0.0667,29,O2
e19_t153,e19_t176,0.0667,23,O2
e19_t160,e19_t175,0.0667,15,O2
e19_t163,e19_t175,0.0667,12,O2
e19_t170,e19_t174,0.0667,4,O2
e19_t185,e19_t188,0.0667,3,O2
e19_t202,e19_t203,0.0667,1,O2
e19_t202,e19_t205,0.0667,3,O2
e19_t202,e19_t206,0.0667,4,O2
e19_t207,e19_t208,0.0667,1,O2
e19_t210,e19_t211,0.0667,1,O2
e19_t211,e19_t227,0.0667,16,O2
e19_t212,e19_t216,0.0667,4,O2
e19_t212,e19_t226,0.0667,14,O2
e19_t243,e19_t246,0.0667,3,O2
e19_t243,e19_t247,0.0667,4,O2
e19_t243,e19_t252,0.0667,9,O2
e19_t243,e19_t253,0.0667,10,O2
e19_t248,e19_t251,0.0667,3,O2
e20_t12,e20_t13,0.4,1,A1
e20_t25,e20_t26,0.4,1,A1
e20_t60,e20_t61,0.2,1,A1
e20_t60,e20_t193,0.0667,133,A1
e20_t61,e20_t62,0.2667,1,A1
e20_t92,e20_t93,0.4,1,A1
e20_t93,e20_t94,0.3333,1,A1
e20_t93,e20_t101,0.1333,8,A1
e20_t104,e20_t105,0.2667,1,A1
e20_t105,e20_t106,0.2667,1,A1
e20_t172,e20_t173,0.1333,1,A1
e20_t172,e20_t187,0.0667,15,A1
e20_t173,e20_t174,0.1333,1,A1
e20_t174,e20_t187,0.0667,13,A1
e20_t176,e20_t186,0.0667,10,A1
e20_t178,e20_t185,0.0667,7,A1
e20_t184,e20_t185,0.2667,1,A1
e20_t185,e20_t186,0.4667,1,A1
e20_t186,e20_t187,0.4,1,A1
e20_t13,e20_t36,0.0667,23,A1
e20_t17,e20_t35,0.0667,18,A1
e20_t21,e20_t33,0.0667,12,A1
e20_t31,e20_t32,0.4,1,A1
e20_t32,e20_t33,0.2667,1,A1
e20_t33,e20_t34,0.2,1,A1
e20_t34,e20_t35,0.4,1,A1
e20_t35,e20_t36,0.4,1,A1
e20_t44,e20_t45,0.4,1,A1
e20_t45,e20_t46,0.4667,1,A1
e20_t85,e20_t86,0.3333,1,A1
e20_t86,e20_t87,0.1333,1,A1
e20_t87,e20_t88,0.4,1,A1
e20_t87,e20_t138,0.0667,51,A1
e20_t91,e20_t92,0.2,1,A1
e20_t93,e20_t107,0.0667,14,A1
e20_t94,e20_t106,0.0667,12,A1
e20_t96,e20_t105,0.0667,9,A1
e20_t106,e20_t107,0.0667,1,A1
e20_t107,e20_t108,0.0667,1,A1
e20_t112,e20_t137,0.0667,25,A1
e20_t113,e20_t137,0.0667,24,A1
e20_t114,e20_t137,0.0667,23,A1
e20_t117,e20_t136,0.0667,19,A1
e20_t135,e20_t136,0.3333,1,A1
e20_t136,e20_t137,0.5333,1,A1
e20_t137,e20_t138,0.6,1,A1
e20_t149,e20_t150,0.2667,1,A1
e20_t150,e20_t151,0.2667,1,A1
e20_t159,e20_t160,0.4667,1,A1
e20_t160,e20_t161,0.3333,1,A1
e20_t161,e20_t162,0.2,1,A1
e20_t190,e20_t211,0.0667,21,A1
e20_t193,e20_t210,0.0667,17,A1
e20_t207,e20_t208,0.4,1,A1
e20_t208,e20_t209,0.4,1,A1
e20_t209,e20_t210,0.2667,1,A1
e20_t210,e20_t211,0.3333,1,A1
e20_t237,e20_t238,0.4667,1,A1
e20_t249,e20_t250,0.4,1,A1
e20_t11,e20_t48,0.0667,37,A1
e20_t33,e20_t43,0.0667,10,A1
e20_t36,e20_t42,0.0667,6,A1
e20_t41,e20_t42,0.2667,1,A1
e20_t42,e20_t43,0.2,1,A1
e20_t47,e20_t48,0.2,1,A1
e20_t75,e20_t76,0.3333,1,A1
e20_t76,e20_t77,0.5333,1,A1
e20_t77,e20_t78,0.4667,1,A1
e20_t78,e20_t90,0.0667,12,A1
e20_t81,e20_t89,0.0667,8,A1
e20_t82,e20_t89,0.0667,7,A1
e20_t88,e20_t89,0.4,1,A1
e20_t89,e20_t90,0.4667,1,A1
e20_t90,e20_t91,0.4667,1,A1
e20_t95,e20_t96,0.2667,1,A1
e20_t96,e20_t97,0.2667,1,A1
e20_t108,e20_t109,0.1333,1,A1
e20_t109,e20_t110,0.1333,1,A1
e20_t125,e20_t126,0.5333,1,A1
e20_t126,e20_t138,0.1333,12,A1
e20_t128,e20_t137,0.0667,9,A1
e20_t156,e20_t157,0.3333,1,A1
e20_t156,e20_t186,0.1333,30,A1
e20_t157,e20_t158,0.4667,1,A1
e20_t157,e20_t179,0.0667,22,A1
e20_t157,e20_t180,0.1333,23,A1
e20_t169,e20_t170,0.3333,1,A1
e20_t4,e20_t26,0.0667,22,A1
e20_t12,e20_t19,0.0667,7,A1
e20_t24,e20_t25,0.4,1,A1
e20_t26,e20_t27,0.2667,1,A1
e20_t49,e20_t50,0.1333,1,A1
e20_t50,e20_t51,0.2667,1,A1
e20_t99,e20_t100,0.2,1,A1
e20_t143,e20_t144,0.4,1,A1
e20_t144,e20_t145,0.4,1,A1
e20_t187,e20_t188,0.1333,1,A1
e20_t187,e20_t216,0.0667,29,A1
e20_t188,e20_t189,0.3333,1,A1
e20_t188,e20_t214,0.0667,26,A1
e20_t189,e20_t190,0.4,1,A1
e20_t216,e20_t217,0.2667,1,A1
e20_t29,e20_t30,0.5333,1,A1
e20_t84,e20_t154,0.1333,70,A1
e20_t153,e20_t154,0.4667,1,A1
e20_t156,e20_t209,0.0667,53,A1
e20_t162,e20_t208,0.0667,46,A1
e20_t165,e20_t207,0.0667,42,A1
e20_t206,e20_t207,0.2667,1,A1
e20_t230,e20_t231,0.4,1,A1
e20_t236,e20_t237,0.4,1,A1
e20_t8,e20_t9,0.2,1,A1
e20_t9,e20_t10,0.2667,1,A1
e20_t10,e20_t11,0.2,1,A1
e20_t45,e20_t90,0.0667,45,A1
e20_t62,e20_t63,0.2,1,A1
e20_t63,e20_t64,0.2667,1,A1
e20_t83,e20_t84,0.4667,1,A1
e20_t84,e20_t85,0.4,1,A1
e20_t95,e20_t180,0.0667,85,A1
e20_t96,e20_t180,0.0667,84,A1
e20_t97,e20_t180,0.0667,83,A1
e20_t101,e20_t179,0.0667,78,A1
e20_t107,e20_t179,0.0667,72,A1
e20_t108,e20_t179,0.0667,71,A1
e20_t110,e20_t178,0.0667,68,A1
e20_t111,e20_t178,0.0667,67,A1
e20_t112,e20_t178,0.0667,66,A1
e20_t115,e20_t177,0.0667,62,A1
e20_t168,e20_t169,0.2667,1,A1
e20_t175,e20_t176,0.2,1,A1
e20_t176,e20_t177,0.2,1,A1
e20_t177,e20_t178,0.3333,1,A1
e20_t178,e20_t179,0.1333,1,A1
e20_t179,e20_t180,0.2,1,A1
e20_t180,e20_t181,0.2667,1,A1
e20_t183,e20_t184,0.2,1,A1
e20_t203,e20_t204,0.2,1,A1
e20_t204,e20_t205,0.4,1,A1
e20_t205,e20_t206,0.3333,1,A1
e20_t219,e20_t220,0.2667,1,A1
e20_t220,e20_t221,0.3333,1,A1
e20_t221,e20_t222,0.2,1,A1
e20_t221,e20_t250,0.0667,29,A1
e20_t221,e20_t252,0.0667,31,A1
e20_t222,e20_t223,0.2667,1,A1
e20_t222,e20_t247,0.0667,25,A1
e20_t222,e20_t248,0.0667,26,A1
e20_t223,e20_t224,0.4,1,A1
e20_t224,e20_t225,0.4667,1,A1
e20_t224,e20_t246,0.0667,22,A1
e20_t225,e20_t226,0.4667,1,A1
e20_t225,e20_t245,0.0667,20,A1
e20_t226,e20_t227,0.4,1,A1
e20_t227,e20_t228,0.2667,1,A1
e20_t228,e20_t229,0.2,1,A1
e20_t229,e20_t230,0.3333,1,A1
e20_t229,e20_t241,0.0667,12,A1
e20_t234,e20_t240,0.0667,6,A1
e20_t235,e20_t240,0.0667,5,A1
e20_t238,e20_t239,0.4,1,A1
e20_t239,e20_t240,0.0667,1,A1
e20_t240,e20_t241,0.0667,1,A1
e20_t241,e20_t242,0.1333,1,A1
e20_t242,e20_t243,0.2,1,A1
e20_t243,e20_t244,0.2,1,A1
e20_t244,e20_t245,0.2,1,A1
e20_t245,e20_t246,0.2667,1,A1
e20_t250,e20_t251,0.1333,1,A1
e20_t251,e20_t252,0.2667,1,A1
e20_t16,e20_t17,0.2,1,A1
e20_t16,e20_t85,0.0667,69,A1
e20_t21,e20_t22,0.2667,1,A1
e20_t22,e20_t23,0.1333,1,A1
e20_t22,e20_t24,0.0667,2,A1
e20_t26,e20_t84,0.0667,58,A1
e20_t27,e20_t28,0.2667,1,A1
e20_t27,e20_t82,0.0667,55,A1
e20_t27,e20_t84,0.0667,57,A1
e20_t28,e20_t29,0.5333,1,A1
e20_t28,e20_t41,0.0667,13,A1
e20_t28,e20_t42,0.1333,14,A1
e20_t28,e20_t43,0.0667,15,A1
e20_t28,e20_t80,0.0667,52,A1
e20_t29,e20_t32,0.1333,3,A1
e20_t45,e20_t78,0.0667,33,A1
e20_t46,e20_t47,0.3333,1,A1
e20_t47,e20_t78,0.0667,31,A1
e20_t51,e20_t52,0.2,1,A1
e20_t51,e20_t73,0.0667,22,A1
e20_t52,e20_t53,0.1333,1,A1
e20_t52,e20_t72,0.0667,20,A1
e20_t53,e20_t54,0.2,1,A1
e20_t53,e20_t71,0.0667,18,A1
e20_t54,e20_t55,0.2,1,A1
e20_t55,e20_t71,0.0667,16,A1
e20_t57,e20_t71,0.0667,14,A1
e20_t58,e20_t59,0.1333,1,A1
e20_t59,e20_t60,0.1333,1,A1
e20_t59,e20_t70,0.0667,11,A1
e20_t60,e20_t65,0.0667,5,A1
e20_t69,e20_t70,0.1333,1,A1
e20_t70,e20_t71,0.2,1,A1
e20_t71,e20_t72,0.3333,1,A1
e20_t72,e20_t73,0.4,1,A1
e20_t73,e20_t74,0.3333,1,A1
e20_t78,e20_t79,0.2667,1,A1
e20_t79,e20_t80,0.2667,1,A1
e20_t82,e20_t83,0.4,1,A1
e20_t110,e20_t111,0.2667,1,A1
e20_t110,e20_t117,0.0667,7,A1
e20_t111,e20_t112,0.2667,1,A1
e20_t112,e20_t113,0.2667,1,A1
e20_t112,e20_t116,0.0667,4,A1
e20_t114,e20_t115,0.2667,1,A1
e20_t115,e20_t116,0.3333,1,A1
e20_t118,e20_t119,0.3333,1,A1
e20_t119,e20_t120,0.3333,1,A1
e20_t120,e20_t121,0.2,1,A1
e20_t123,e20_t124,0.3333,1,A1
e20_t124,e20_t125,0.3333,1,A1
e20_t124,e20_t235,0.0667,111,A1
e20_t124,e20_t236,0.0667,112,A1
e20_t125,e20_t233,0.0667,108,A1
e20_t126,e20_t127,0.2667,1,A1
e20_t126,e20_t187,0.0667,61,A1
e20_t126,e20_t188,0.0667,62,A1
e20_t127,e20_t128,0.2667,1,A1
e20_t127,e20_t175,0.0667,48,A1
e20_t128,e20_t129,0.2667,1,A1
e20_t129,e20_t130,0.2667,1,A1
e20_t133,e20_t134,0.4667,1,A1
e20_t134,e20_t135,0.2667,1,A1
e20_t134,e20_t153,0.0667,19,A1
e20_t135,e20_t139,0.0667,4,A1
e20_t135,e20_t151,0.0667,16,A1
e20_t140,e20_t141,0.4,1,A1
e20_t141,e20_t142,0.4,1,A1
e20_t141,e20_t145,0.0667,4,A1
e20_t145,e20_t146,0.3333,1,A1
e20_t181,e20_t182,0.2667,1,A1
e20_t188,e20_t230,0.0667,42,A1
e20_t189,e20_t193,0.1333,4,A1
e20_t189,e20_t194,0.0667,5,A1
e20_t189,e20_t199,0.0667,10,A1
e20_t205,e20_t227,0.0667,22,A1
e20_t206,e20_t226,0.0667,20,A1
e20_t209,e20_t221,0.0667,12,A1
e20_t233,e20_t234,0.2667,1,A1
e20_t234,e20_t235,0.3333,1,A1
e20_t246,e20_t247,0.2667,1,A1
e20_t0,e20_t1,0.2,1,A1
e20_t1,e20_t2,0.2,1,A1
e20_t11,e20_t12,0.2,1,A1
e20_t12,e20_t55,0.1333,43,A1
e20_t12,e20_t57,0.0667,45,A1
e20_t13,e20_t14,0.2,1,A1
e20_t17,e20_t18,0.2667,1,A1
e20_t17,e20_t51,0.0667,34,A1
e20_t18,e20_t19,0.2,1,A1
e20_t18,e20_t49,0.0667,31,A1
e20_t23,e20_t24,0.1333,1,A1
e20_t24,e20_t47,0.0667,23,A1
e20_t29,e20_t41,0.0667,12,A1
e20_t30,e20_t31,0.2667,1,A1
e20_t30,e20_t40,0.0667,10,A1
e20_t36,e20_t40,0.0667,4,A1
e20_t39,e20_t40,0.2,1,A1
e20_t40,e20_t41,0.2667,1,A1
e20_t56,e20_t57,0.3333,1,A1
e20_t57,e20_t58,0.3333,1,A1
e20_t74,e20_t75,0.1333,1,A1
e20_t74,e20_t153,0.0667,79,A1
e20_t75,e20_t79,0.0667,4,A1
e20_t75,e20_t80,0.0667,5,A1
e20_t75,e20_t152,0.0667,77,A1
e20_t76,e20_t78,0.0667,2,A1
e20_t80,e20_t81,0.1333,1,A1
e20_t80,e20_t151,0.0667,71,A1
e20_t81,e20_t82,0.2,1,A1
e20_t81,e20_t86,0.0667,5,A1
e20_t81,e20_t150,0.0667,69,A1
e20_t82,e20_t85,0.0667,3,A1
e20_t83,e20_t85,0.0667,2,A1
e20_t86,e20_t150,0.0667,64,A1
e20_t87,e20_t101,0.0667,14,A1
e20_t87,e20_t150,0.0667,63,A1
e20_t88,e20_t90,0.0667,2,A1
e20_t109,e20_t149,0.0667,40,A1
e20_t115,e20_t148,0.0667,33,A1
e20_t116,e20_t117,0.2,1,A1
e20_t116,e20_t145,0.0667,29,A1
e20_t117,e20_t118,0.2,1,A1
e20_t117,e20_t144,0.0667,27,A1
e20_t118,e20_t143,0.1333,25,A1
e20_t118,e20_t144,0.0667,26,A1
e20_t119,e20_t142,0.0667,23,A1
e20_t122,e20_t123,0.3333,1,A1
e20_t124,e20_t138,0.0667,14,A1
e20_t125,e20_t138,0.0667,13,A1
e20_t126,e20_t137,0.0667,11,A1
e20_t127,e20_t130,0.0667,3,A1
e20_t127,e20_t137,0.0667,10,A1
e20_t133,e20_t136,0.0667,3,A1
e20_t138,e20_t139,0.3333,1,A1
e20_t142,e20_t143,0.2,1,A1
e20_t146,e20_t147,0.2667,1,A1
e20_t147,e20_t148,0.2,1,A1
e20_t148,e20_t149,0.1333,1,A1
e20_t151,e20_t152,0.2,1,A1
e20_t152,e20_t153,0.2667,1,A1
e20_t154,e20_t155,0.2,1,A1
e20_t166,e20_t167,0.1333,1,A1
e20_t167,e20_t168,0.0667,1,A1
e20_t171,e20_t172,0.1333,1,A1
e20_t178,e20_t187,0.0667,9,A1
e20_t182,e20_t183,0.1333,1,A1
e20_t182,e20_t187,0.0667,5,A1
e20_t183,e20_t186,0.0667,3,A1
e20_t189,e20_t192,0.1333,3,A1
e20_t193,e20_t194,0.2,1,A1
e20_t194,e20_t195,0.0667,1,A1
e20_t195,e20_t196,0.2667,1,A1
e20_t195,e20_t198,0.0667,3,A1
e20_t195,e20_t199,0.0667,4,A1
e20_t198,e20_t199,0.2667,1,A1
e20_t201,e20_t202,0.2667,1,A1
e20_t202,e20_t203,0.2,1,A1
e20_t204,e20_t255,0.0667,51,A1
e20_t210,e20_t249,0.0667,39,A1
e20_t211,e20_t212,0.2,1,A1
e20_t211,e20_t248,0.0667,37,A1
e20_t212,e20_t213,0.1333,1,A1
e20_t212,e20_t246,0.0667,34,A1
e20_t212,e20_t248,0.0667,36,A1
e20_t213,e20_t214,0.1333,1,A1
e20_t213,e20_t245,0.0667,32,A1
e20_t214,e20_t215,0.1333,1,A1
e20_t214,e20_t244,0.0667,30,A1
e20_t215,e20_t216,0.2667,1,A1
e20_t215,e20_t243,0.0667,28,A1
e20_t216,e20_t242,0.0667,26,A1
e20_t222,e20_t238,0.0667,16,A1
e20_t223,e20_t237,0.0667,14,A1
e20_t224,e20_t235,0.0667,11,A1
e20_t225,e20_t229,0.0667,4,A1
e20_t230,e20_t235,0.0667,5,A1
e20_t231,e20_t235,0.0667,4,A1
e20_t235,e20_t236,0.2,1,A1
e20_t247,e20_t248,0.3333,1,A1
e20_t248,e20_t249,0.3333,1,A1
e20_t254,e20_t255,0.3333,1,A1
e20_t14,e20_t15,0.1333,1,A1
e20_t18,e20_t115,0.0667,97,A1
e20_t19,e20_t115,0.0667,96,A1
e20_t20,e20_t21,0.0667,1,A1
e20_t20,e20_t27,0.0667,7,A1
e20_t21,e20_t25,0.0667,4,A1
e20_t34,e20_t114,0.0667,80,A1
e20_t36,e20_t37,0.2667,1,A1
e20_t36,e20_t107,0.0667,71,A1
e20_t47,e20_t52,0.1333,5,A1
e20_t53,e20_t58,0.0667,5,A1
e20_t54,e20_t57,0.0667,3,A1
e20_t60,e20_t105,0.0667,45,A1
e20_t62,e20_t104,0.0667,42,A1
e20_t63,e20_t104,0.0667,41,A1
e20_t65,e20_t66,0.2,1,A1
e20_t68,e20_t69,0.0667,1,A1
e20_t70,e20_t75,0.0667,5,A1
e20_t71,e20_t74,0.0667,3,A1
e20_t75,e20_t99,0.1333,24,A1
e20_t76,e20_t98,0.0667,22,A1
e20_t76,e20_t99,0.0667,23,A1
e20_t77,e20_t93,0.0667,16,A1
e20_t77,e20_t94,0.0667,17,A1
e20_t77,e20_t95,0.0667,18,A1
e20_t77,e20_t96,0.0667,19,A1
e20_t77,e20_t98,0.0667,21,A1
e20_t78,e20_t82,0.0667,4,A1
e20_t78,e20_t83,0.0667,5,A1
e20_t78,e20_t93,0.0667,15,A1
e20_t79,e20_t82,0.0667,3,A1
e20_t83,e20_t92,0.0667,9,A1
e20_t84,e20_t89,0.0667,5,A1
e20_t85,e20_t87,0.0667,2,A1
e20_t97,e20_t98,0.1333,1,A1
e20_t98,e20_t99,0.0667,1,A1
e20_t102,e20_t103,0.2,1,A1
e20_t103,e20_t104,0.1333,1,A1
e20_t113,e20_t114,0.1333,1,A1
e20_t121,e20_t122,0.2,1,A1
e20_t124,e20_t129,0.0667,5,A1
e20_t132,e20_t133,0.3333,1,A1
e20_t133,e20_t139,0.1333,6,A1
e20_t134,e20_t137,0.1333,3,A1
e20_t150,e20_t203,0.0667,53,A1
e20_t151,e20_t197,0.0667,46,A1
e20_t151,e20_t198,0.0667,47,A1
e20_t151,e20_t199,0.0667,48,A1
e20_t151,e20_t200,0.0667,49,A1
e20_t151,e20_t202,0.0667,51,A1
e20_t152,e20_t188,0.0667,36,A1
e20_t152,e20_t195,0.0667,43,A1
e20_t157,e20_t184,0.0667,27,A1
e20_t157,e20_t185,0.0667,28,A1
e20_t158,e20_t159,0.2667,1,A1
e20_t158,e20_t182,0.0667,24,A1
e20_t159,e20_t182,0.0667,23,A1
e20_t160,e20_t181,0.0667,21,A1
e20_t161,e20_t181,0.0667,20,A1
e20_t162,e20_t163,0.0667,1,A1
e20_t163,e20_t164,0.1333,1,A1
e20_t163,e20_t178,0.0667,15,A1
e20_t163,e20_t180,0.0667,17,A1
e20_t164,e20_t165,0.2,1,A1
e20_t192,e20_t193,0.1333,1,A1
e20_t196,e20_t197,0.2667,1,A1
e20_t200,e20_t201,0.2,1,A1
e20_t205,e20_t209,0.0667,4,A1
e20_t206,e20_t208,0.0667,2,A1
e20_t220,e20_t224,0.1333,4,A1
e20_t229,e20_t254,0.0667,25,A1
e20_t231,e20_t232,0.2667,1,A1
e20_t231,e20_t254,0.0667,23,A1
e20_t233,e20_t253,0.0667,20,A1
e20_t237,e20_t248,0.0667,11,A1
e20_t238,e20_t247,0.0667,9,A1
e20_t241,e20_t247,0.0667,6,A1
e20_t242,e20_t247,0.1333,5,A1
e20_t243,e20_t247,0.0667,4,A1
e20_t244,e20_t246,0.0667,2,A1
e20_t252,e20_t253,0.2667,1,A1
e20_t253,e20_t254,0.1333,1,A1
e20_t28,e20_t34,0.0667,6,A1
e20_t28,e20_t111,0.0667,83,A1
e20_t35,e20_t108,0.0667,73,A1
e20_t35,e20_t111,0.0667,76,A1
e20_t45,e20_t103,0.0667,58,A1
e20_t46,e20_t53,0.0667,7,A1
e20_t46,e20_t102,0.0667,56,A1
e20_t54,e20_t102,0.0667,48,A1
e20_t55,e20_t102,0.0667,47,A1
e20_t61,e20_t101,0.0667,40,A1
e20_t68,e20_t101,0.0667,33,A1
e20_t69,e20_t101,0.0667,32,A1
e20_t70,e20_t101,0.0667,31,A1
e20_t76,e20_t95,0.0667,19,A1
e20_t76,e20_t96,0.0667,20,A1
e20_t77,e20_t89,0.0667,12,A1
e20_t77,e20_t90,0.1333,13,A1
e20_t94,e20_t95,0.2,1,A1
e20_t100,e20_t101,0.2,1,A1
e20_t101,e20_t102,0.2,1,A1
e20_t118,e20_t122,0.0667,4,A1
e20_t125,e20_t129,0.0667,4,A1
e20_t126,e20_t128,0.0667,2,A1
e20_t131,e20_t132,0.3333,1,A1
e20_t132,e20_t136,0.1333,4,A1
e20_t133,e20_t135,0.1333,2,A1
e20_t139,e20_t140,0.0667,1,A1
e20_t145,e20_t249,0.0667,104,A1
e20_t157,e20_t237,0.0667,80,A1
e20_t157,e20_t242,0.0667,85,A1
e20_t158,e20_t163,0.0667,5,A1
e20_t176,e20_t234,0.0667,58,A1
e20_t196,e20_t227,0.1333,31,A1
e20_t197,e20_t198,0.2,1,A1
e20_t197,e20_t226,0.0667,29,A1
e20_t198,e20_t223,0.0667,25,A1
e20_t198,e20_t225,0.0667,27,A1
e20_t205,e20_t220,0.0667,15,A1
e20_t206,e20_t212,0.0667,6,A1
e20_t206,e20_t219,0.1333,13,A1
e20_t217,e20_t218,0.2,1,A1
e20_t218,e20_t219,0.0667,1,A1
e20_t2,e20_t74,0.0667,72,A1
e20_t4,e20_t73,0.0667,69,A1
e20_t6,e20_t72,0.0667,66,A1
e20_t29,e20_t60,0.0667,31,A1
e20_t29,e20_t61,0.0667,32,A1
e20_t29,e20_t63,0.0667,34,A1
e20_t30,e20_t58,0.0667,28,A1
e20_t32,e20_t58,0.0667,26,A1
e20_t35,e20_t54,0.0667,19,A1
e20_t36,e20_t52,0.0667,16,A1
e20_t39,e20_t52,0.0667,13,A1
e20_t42,e20_t51,0.0667,9,A1
e20_t64,e20_t65,0.1333,1,A1
e20_t76,e20_t217,0.0667,141,A1
e20_t114,e20_t201,0.0667,87,A1
e20_t140,e20_t145,0.1333,5,A1
e20_t140,e20_t155,0.0667,15,A1
e20_t146,e20_t154,0.0667,8,A1
