source,target,weight,distance,electrode
e13_t22,e13_t26,0.0667,4,P3
e13_t23,e13_t24,0.3333,1,P3
e13_t23,e13_t25,0.0667,2,P3
e13_t25,e13_t26,0.4667,1,P3
e13_t26,e13_t27,0.2667,1,P3
e13_t28,e13_t29,0.4,1,P3
e13_t29,e13_t30,0.4,1,P3
e13_t29,e13_t34,0.0667,5,P3
e13_t30,e13_t31,0.3333,1,P3
e13_t30,e13_t33,0.0667,3,P3
e13_t31,e13_t32,0.2,1,P3
e13_t32,e13_t33,0.4,1,P3
e13_t33,e13_t34,0.3333,1,P3
e13_t35,e13_t36,0.4667,1,P3
e13_t35,e13_t39,0.1333,4,P3
e13_t36,e13_t37,0.3333,1,P3
e13_t36,e13_t38,0.2,2,P3
e13_t40,e13_t41,0.2667,1,P3
e13_t41,e13_t42,0.3333,1,P3
e13_t41,e13_t45,0.1333,4,P3
e13_t42,e13_t43,0.3333,1,P3
e13_t42,e13_t44,0.1333,2,P3
e13_t47,e13_t48,0.2,1,P3
e13_t47,e13_t53,0.0667,6,P3
e13_t47,e13_t60,0.0667,13,P3
e13_t47,e13_t61,0.0667,14,P3
e13_t48,e13_t49,0.2667,1,P3
e13_t48,e13_t51,0.0667,3,P3
e13_t50,e13_t51,0.1333,1,P3
e13_t51,e13_t52,0.3333,1,P3
e13_t54,e13_t55,0.1333,1,P3
e13_t54,e13_t58,0.0667,4,P3
e13_t55,e13_t56,0.2667,1,P3
e13_t57,e13_t58,0.2,1,P3
e13_t58,e13_t59,0.2,1,P3
e13_t63,e13_t191,0.0667,128,P3
e13_t68,e13_t69,0.1333,1,P3
e13_t77,e13_t80,0.2667,3,P3
e13_t80,e13_t81,0.3333,1,P3
e13_t83,e13_t87,0.1333,4,P3
e13_t86,e13_t87,0.2,1,P3
e13_t110,e13_t115,0.0667,5,P3
e13_t111,e13_t114,0.0667,3,P3
e13_t113,e13_t114,0.3333,1,P3
e13_t116,e13_t117,0.1333,1,P3
e13_t116,e13_t121,0.0667,5,P3
e13_t116,e13_t122,0.0667,6,P3
e13_t117,e13_t118,0.1333,1,P3
e13_t117,e13_t120,0.0667,3,P3
e13_t117,e13_t121,0.0667,4,P3
e13_t118,e13_t119,0.2,1,P3
e13_t118,e13_t120,0.0667,2,P3
e13_t119,e13_t120,0.2667,1,P3
e13_t122,e13_t172,0.0667,50,P3
e13_t122,e13_t183,0.0667,61,P3
e13_t123,e13_t124,0.1333,1,P3
e13_t123,e13_t138,0.0667,15,P3
e13_t123,e13_t139,0.0667,16,P3
e13_t123,e13_t145,0.0667,22,P3
e13_t123,e13_t151,0.0667,28,P3
e13_t124,e13_t125,0.2667,1,P3
e13_t124,e13_t132,0.0667,8,P3
e13_t124,e13_t133,0.0667,9,P3
e13_t124,e13_t137,0.0667,13,P3
e13_t124,e13_t138,0.0667,14,P3
e13_t125,e13_t126,0.2,1,P3
e13_t125,e13_t127,0.0667,2,P3
e13_t125,e13_t132,0.0667,7,P3
e13_t128,e13_t132,0.0667,4,P3
e13_t131,e13_t132,0.2667,1,P3
e13_t134,e13_t135,0.2667,1,P3
e13_t134,e13_t136,0.0667,2,P3
e13_t134,e13_t137,0.0667,3,P3
e13_t137,e13_t138,0.1333,1,P3
e13_t140,e13_t143,0.0667,3,P3
e13_t143,e13_t144,0.2667,1,P3
e13_t144,e13_t145,0.4,1,P3
e13_t145,e13_t146,0.1333,1,P3
e13_t146,e13_t147,0.1333,1,P3
e13_t146,e13_t149,0.0667,3,P3
e13_t148,e13_t149,0.1333,1,P3
e13_t149,e13_t150,0.0667,1,P3
e13_t150,e13_t151,0.2,1,P3
e13_t151,e13_t152,0.2,1,P3
e13_t151,e13_t157,0.0667,6,P3
e13_t151,e13_t171,0.0667,20,P3
e13_t152,e13_t155,0.0667,3,P3
e13_t154,e13_t155,0.2667,1,P3
e13_t158,e13_t159,0.2667,1,P3
e13_t164,e13_t171,0.0667,7,P3
e13_t165,e13_t171,0.0667,6,P3
e13_t169,e13_t170,0.2667,1,P3
e13_t170,e13_t171,0.2,1,P3
e13_t173,e13_t183,0.0667,10,P3
e13_t176,e13_t177,0.2,1,P3
e13_t191,e13_t192,0.2667,1,P3
e13_t192,e13_t244,0.0667,52,P3
e13_t193,e13_t199,0.0667,6,P3
e13_t195,e13_t196,0.2,1,P3
e13_t195,e13_t198,0.0667,3,P3
e13_t199,e13_t236,0.0667,37,P3
e13_t200,e13_t201,0.2,1,P3
e13_t200,e13_t204,0.0667,4,P3
e13_t203,e13_t204,0.1333,1,P3
e13_t204,e13_t205,0.2,1,P3
e13_t205,e13_t236,0.0667,31,P3
e13_t206,e13_t236,0.0667,30,P3
e13_t209,e13_t235,0.0667,26,P3
e13_t210,e13_t235,0.0667,25,P3
e13_t211,e13_t212,0.2,1,P3
e13_t211,e13_t227,0.0667,16,P3
e13_t211,e13_t235,0.0667,24,P3
e13_t212,e13_t213,0.2,1,P3
e13_t212,e13_t215,0.0667,3,P3
e13_t212,e13_t216,0.0667,4,P3
e13_t215,e13_t216,0.2667,1,P3
e13_t216,e13_t227,0.0667,11,P3
e13_t217,e13_t227,0.0667,10,P3
e13_t218,e13_t219,0.2667,1,P3
e13_t218,e13_t220,0.0667,2,P3
e13_t218,e13_t227,0.0667,9,P3
e13_t222,e13_t227,0.1333,5,P3
e13_t223,e13_t225,0.0667,2,P3
e13_t225,e13_t226,0.2667,1,P3
e13_t229,e13_t230,0.2667,1,P3
e13_t229,e13_t235,0.1333,6,P3
e13_t230,e13_t233,0.1333,3,P3
e13_t230,e13_t234,0.1333,4,P3
e13_t237,e13_t244,0.0667,7,P3
e13_t238,e13_t242,0.0667,4,P3
e13_t238,e13_t243,0.0667,5,P3
e13_t240,e13_t242,0.0667,2,P3
e13_t245,e13_t250,0.0667,5,P3
e13_t246,e13_t249,0.1333,3,P3
e13_t246,e13_t250,0.0667,4,P3
e13_t247,e13_t249,0.0667,2,P3
e13_t250,e13_t251,0.1333,1,P3
e13_t251,e13_t252,0.2,1,P3
e13_t252,e13_t253,0.1333,1,P3
e13_t253,e13_t255,0.0667,2,P3
e13_t2,e13_t6,0.0667,4,P3
e13_t2,e13_t11,0.0667,9,P3
e13_t7,e13_t8,0.3333,1,P3
e13_t7,e13_t10,0.2,3,P3
e13_t9,e13_t10,0.3333,1,P3
e13_t10,e13_t11,0.3333,1,P3
e13_t11,e13_t12,0.3333,1,P3
e13_t13,e13_t14,0.2,1,P3
e13_t13,e13_t18,0.0667,5,P3
e13_t13,e13_t19,0.0667,6,P3
e13_t19,e13_t26,0.0667,7,P3
e13_t20,e13_t21,0.2667,1,P3
e13_t21,e13_t25,0.0667,4,P3
e13_t24,e13_t25,0.2667,1,P3
e13_t27,e13_t28,0.2667,1,P3
e13_t28,e13_t33,0.0667,5,P3
e13_t29,e13_t32,0.1333,3,P3
e13_t34,e13_t35,0.2667,1,P3
e13_t34,e13_t61,0.0667,27,P3
e13_t34,e13_t62,0.0667,28,P3
e13_t34,e13_t142,0.0667,108,P3
e13_t35,e13_t40,0.0667,5,P3
e13_t35,e13_t47,0.0667,12,P3
e13_t35,e13_t60,0.0667,25,P3
e13_t51,e13_t60,0.0667,9,P3
e13_t52,e13_t60,0.1333,8,P3
e13_t60,e13_t61,0.1333,1,P3
e13_t62,e13_t63,0.2667,1,P3
e13_t63,e13_t64,0.3333,1,P3
e13_t63,e13_t68,0.1333,5,P3
e13_t63,e13_t141,0.0667,78,P3
e13_t64,e13_t68,0.0667,4,P3
e13_t65,e13_t67,0.0667,2,P3
e13_t66,e13_t67,0.2667,1,P3
e13_t67,e13_t68,0.3333,1,P3
e13_t69,e13_t141,0.0667,72,P3
e13_t70,e13_t141,0.0667,71,P3
e13_t73,e13_t140,0.0667,67,P3
e13_t74,e13_t75,0.2,1,P3
e13_t74,e13_t125,0.0667,51,P3
e13_t74,e13_t140,0.0667,66,P3
e13_t75,e13_t76,0.2,1,P3
e13_t75,e13_t112,0.0667,37,P3
e13_t75,e13_t122,0.0667,47,P3
e13_t75,e13_t123,0.0667,48,P3
e13_t76,e13_t80,0.0667,4,P3
e13_t76,e13_t81,0.2,5,P3
e13_t79,e13_t80,0.4,1,P3
e13_t82,e13_t83,0.3333,1,P3
e13_t82,e13_t88,0.0667,6,P3
e13_t83,e13_t84,0.2667,1,P3
e13_t87,e13_t88,0.1333,1,P3
e13_t88,e13_t89,0.2,1,P3
e13_t91,e13_t92,0.0667,1,P3
e13_t92,e13_t97,0.0667,5,P3
e13_t93,e13_t96,0.1333,3,P3
e13_t94,e13_t95,0.2,1,P3
e13_t98,e13_t102,0.1333,4,P3
e13_t99,e13_t101,0.0667,2,P3
e13_t101,e13_t102,0.1333,1,P3
e13_t102,e13_t103,0.1333,1,P3
e13_t105,e13_t106,0.3333,1,P3
e13_t105,e13_t108,0.1333,3,P3
e13_t109,e13_t110,0.1333,1,P3
e13_t114,e13_t119,0.0667,5,P3
e13_t115,e13_t116,0.0667,1,P3
e13_t127,e13_t140,0.0667,13,P3
e13_t128,e13_t140,0.0667,12,P3
e13_t129,e13_t130,0.1333,1,P3
e13_t129,e13_t134,0.1333,5,P3
e13_t130,e13_t131,0.2667,1,P3
e13_t130,e13_t133,0.0667,3,P3
e13_t133,e13_t134,0.2,1,P3
e13_t136,e13_t140,0.0667,4,P3
e13_t144,e13_t147,0.0667,3,P3
e13_t144,e13_t149,0.0667,5,P3
e13_t144,e13_t221,0.0667,77,P3
e13_t151,e13_t154,0.0667,3,P3
e13_t155,e13_t221,0.0667,66,P3
e13_t156,e13_t168,0.0667,12,P3
e13_t156,e13_t169,0.0667,13,P3
e13_t156,e13_t221,0.0667,65,P3
e13_t157,e13_t158,0.2667,1,P3
e13_t157,e13_t161,0.0667,4,P3
e13_t157,e13_t162,0.0667,5,P3
e13_t158,e13_t160,0.0667,2,P3
e13_t160,e13_t161,0.3333,1,P3
e13_t162,e13_t168,0.1333,6,P3
e13_t163,e13_t164,0.3333,1,P3
e13_t163,e13_t166,0.0667,3,P3
e13_t163,e13_t167,0.1333,4,P3
e13_t164,e13_t165,0.2667,1,P3
e13_t164,e13_t166,0.0667,2,P3
e13_t165,e13_t166,0.3333,1,P3
e13_t166,e13_t167,0.2667,1,P3
e13_t167,e13_t168,0.3333,1,P3
e13_t169,e13_t178,0.0667,9,P3
e13_t194,e13_t199,0.1333,5,P3
e13_t199,e13_t200,0.2,1,P3
e13_t216,e13_t219,0.0667,3,P3
e13_t216,e13_t220,0.0667,4,P3
e13_t222,e13_t253,0.0667,31,P3
e13_t224,e13_t225,0.2,1,P3
e13_t224,e13_t226,0.0667,2,P3
e13_t224,e13_t227,0.0667,3,P3
e13_t231,e13_t233,0.0667,2,P3
e13_t235,e13_t240,0.0667,5,P3
e13_t236,e13_t237,0.1333,1,P3
e13_t236,e13_t239,0.0667,3,P3
e13_t241,e13_t246,0.0667,5,P3
e13_t3,e13_t4,0.3333,1,P3
e13_t5,e13_t11,0.0667,6,P3
e13_t5,e13_t21,0.0667,16,P3
e13_t16,e13_t20,0.0667,4,P3
e13_t17,e13_t19,0.0667,2,P3
e13_t22,e13_t27,0.1333,5,P3
e13_t22,e13_t28,0.0667,6,P3
e13_t24,e13_t26,0.0667,2,P3
e13_t33,e13_t41,0.0667,8,P3
e13_t34,e13_t39,0.1333,5,P3
e13_t43,e13_t44,0.2,1,P3
e13_t43,e13_t52,0.0667,9,P3
e13_t44,e13_t49,0.1333,5,P3
e13_t44,e13_t50,0.1333,6,P3
e13_t45,e13_t47,0.0667,2,P3
e13_t52,e13_t53,0.3333,1,P3
e13_t55,e13_t59,0.0667,4,P3
e13_t56,e13_t58,0.0667,2,P3
e13_t61,e13_t62,0.0667,1,P3
e13_t61,e13_t64,0.0667,3,P3
e13_t66,e13_t71,0.0667,5,P3
e13_t66,e13_t72,0.0667,6,P3
e13_t66,e13_t135,0.0667,69,P3
e13_t67,e13_t70,0.0667,3,P3
e13_t72,e13_t134,0.0667,62,P3
e13_t78,e13_t134,0.0667,56,P3
e13_t81,e13_t82,0.3333,1,P3
e13_t92,e13_t103,0.0667,11,P3
e13_t93,e13_t100,0.0667,7,P3
e13_t108,e13_t112,0.1333,4,P3
e13_t118,e13_t121,0.0667,3,P3
e13_t122,e13_t128,0.0667,6,P3
e13_t123,e13_t127,0.0667,4,P3
e13_t123,e13_t128,0.0667,5,P3
e13_t124,e13_t126,0.0667,2,P3
e13_t129,e13_t133,0.0667,4,P3
e13_t131,e13_t133,0.0667,2,P3
e13_t136,e13_t141,0.0667,5,P3
e13_t137,e13_t140,0.0667,3,P3
e13_t156,e13_t161,0.1333,5,P3
e13_t159,e13_t160,0.2,1,P3
e13_t165,e13_t169,0.0667,4,P3
e13_t166,e13_t168,0.0667,2,P3
e13_t168,e13_t169,0.2,1,P3
e13_t186,e13_t187,0.2,1,P3
e13_t191,e13_t194,0.0667,3,P3
e13_t202,e13_t203,0.0667,1,P3
e13_t203,e13_t210,0.0667,7,P3
e13_t203,e13_t248,0.0667,45,P3
e13_t204,e13_t209,0.1333,5,P3
e13_t205,e13_t206,0.2,1,P3
e13_t205,e13_t207,0.1333,2,P3
e13_t205,e13_t209,0.0667,4,P3
e13_t207,e13_t208,0.2667,1,P3
e13_t208,e13_t209,0.2,1,P3
e13_t212,e13_t217,0.0667,5,P3
e13_t212,e13_t243,0.0667,31,P3
e13_t218,e13_t224,0.0667,6,P3
e13_t219,e13_t223,0.0667,4,P3
e13_t220,e13_t222,0.0667,2,P3
e13_t226,e13_t229,0.0667,3,P3
e13_t232,e13_t235,0.0667,3,P3
e13_t232,e13_t236,0.0667,4,P3
e13_t238,e13_t241,0.0667,3,P3
e13_t244,e13_t247,0.0667,3,P3
e13_t17,e13_t18,0.1333,1,P3
e13_t40,e13_t90,0.0667,50,P3
e13_t50,e13_t83,0.0667,33,P3
e13_t51,e13_t74,0.0667,23,P3
e13_t52,e13_t55,0.0667,3,P3
e13_t58,e13_t74,0.0667,16,P3
e13_t62,e13_t74,0.0667,12,P3
e13_t70,e13_t73,0.0667,3,P3
e13_t72,e13_t73,0.2,1,P3
e13_t103,e13_t104,0.0667,1,P3
e13_t107,e13_t114,0.0667,7,P3
e13_t125,e13_t129,0.0667,4,P3
e13_t166,e13_t221,0.0667,55,P3
e13_t167,e13_t173,0.0667,6,P3
e13_t167,e13_t219,0.0667,52,P3
e13_t176,e13_t179,0.0667,3,P3
e13_t181,e13_t187,0.0667,6,P3
e13_t185,e13_t186,0.1333,1,P3
e13_t188,e13_t189,0.2,1,P3
e13_t189,e13_t194,0.0667,5,P3
e13_t189,e13_t195,0.0667,6,P3
e13_t189,e13_t202,0.0667,13,P3
e13_t189,e13_t209,0.0667,20,P3
e13_t203,e13_t209,0.0667,6,P3
e13_t222,e13_t226,0.0667,4,P3
e13_t244,e13_t250,0.1333,6,P3
e13_t6,e13_t11,0.0667,5,P3
e13_t22,e13_t40,0.0667,18,P3
e13_t23,e13_t26,0.0667,3,P3
e13_t42,e13_t46,0.0667,4,P3
e13_t43,e13_t45,0.0667,2,P3
e13_t49,e13_t50,0.1333,1,P3
e13_t56,e13_t57,0.1333,1,P3
e13_t59,e13_t63,0.0667,4,P3
e13_t60,e13_t62,0.0667,2,P3
e13_t74,e13_t79,0.0667,5,P3
e13_t75,e13_t79,0.0667,4,P3
e13_t78,e13_t79,0.0667,1,P3
e13_t81,e13_t108,0.0667,27,P3
e13_t82,e13_t90,0.0667,8,P3
e13_t83,e13_t85,0.0667,2,P3
e13_t101,e13_t107,0.0667,6,P3
e13_t112,e13_t113,0.1333,1,P3
e13_t114,e13_t117,0.0667,3,P3
e13_t119,e13_t201,0.0667,82,P3
e13_t119,e13_t202,0.0667,83,P3
e13_t120,e13_t124,0.0667,4,P3
e13_t120,e13_t193,0.0667,73,P3
e13_t120,e13_t199,0.0667,79,P3
e13_t125,e13_t184,0.0667,59,P3
e13_t126,e13_t130,0.0667,4,P3
e13_t126,e13_t177,0.0667,51,P3
e13_t126,e13_t183,0.0667,57,P3
e13_t131,e13_t175,0.0667,44,P3
e13_t132,e13_t137,0.0667,5,P3
e13_t132,e13_t174,0.0667,42,P3
e13_t133,e13_t135,0.0667,2,P3
e13_t139,e13_t174,0.0667,35,P3
e13_t143,e13_t149,0.0667,6,P3
e13_t143,e13_t150,0.0667,7,P3
e13_t169,e13_t174,0.0667,5,P3
e13_t179,e13_t183,0.0667,4,P3
e13_t183,e13_t184,0.0667,1,P3
e13_t184,e13_t185,0.1333,1,P3
e13_t2,e13_t22,0.0667,20,P3
e13_t3,e13_t22,0.0667,19,P3
e13_t4,e13_t5,0.2,1,P3
e13_t4,e13_t10,0.0667,6,P3
e13_t5,e13_t9,0.0667,4,P3
e13_t6,e13_t8,0.0667,2,P3
e13_t8,e13_t9,0.1333,1,P3
e13_t10,e13_t22,0.0667,12,P3
e13_t11,e13_t15,0.0667,4,P3
e13_t12,e13_t14,0.0667,2,P3
e13_t18,e13_t21,0.0667,3,P3
e13_t25,e13_t28,0.0667,3,P3
e13_t25,e13_t30,0.1333,5,P3
e13_t31,e13_t38,0.1333,7,P3
e13_t32,e13_t38,0.2,6,P3
e13_t33,e13_t36,0.1333,3,P3
e13_t33,e13_t37,0.1333,4,P3
e13_t39,e13_t49,0.0667,10,P3
e13_t40,e13_t44,0.0667,4,P3
e13_t40,e13_t45,0.0667,5,P3
e13_t40,e13_t48,0.0667,8,P3
e13_t51,e13_t75,0.0667,24,P3
e13_t62,e13_t68,0.0667,6,P3
e13_t63,e13_t66,0.0667,3,P3
e13_t69,e13_t75,0.0667,6,P3
e13_t70,e13_t74,0.0667,4,P3
e13_t71,e13_t73,0.0667,2,P3
e13_t76,e13_t96,0.0667,20,P3
e13_t85,e13_t86,0.1333,1,P3
e13_t118,e13_t122,0.0667,4,P3
e13_t119,e13_t121,0.0667,2,P3
e13_t125,e13_t181,0.0667,56,P3
e13_t134,e13_t139,0.0667,5,P3
e13_t135,e13_t138,0.0667,3,P3
e13_t156,e13_t180,0.0667,24,P3
e13_t157,e13_t180,0.0667,23,P3
e13_t158,e13_t163,0.0667,5,P3
e13_t158,e13_t180,0.0667,22,P3
e13_t159,e13_t162,0.0667,3,P3
e13_t175,e13_t178,0.0667,3,P3
e13_t175,e13_t179,0.0667,4,P3
e13_t180,e13_t181,0.0667,1,P3
e13_t187,e13_t188,0.0667,1,P3
e13_t188,e13_t192,0.1333,4,P3
e13_t196,e13_t206,0.0667,10,P3
e13_t197,e13_t200,0.0667,3,P3
e13_t197,e13_t201,0.0667,4,P3
e13_t197,e13_t205,0.0667,8,P3
e13_t203,e13_t205,0.0667,2,P3
e13_t207,e13_t217,0.0667,10,P3
e13_t208,e13_t215,0.0667,7,P3
e13_t209,e13_t214,0.0667,5,P3
e13_t221,e13_t226,0.0667,5,P3
e13_t221,e13_t227,0.0667,6,P3
e13_t223,e13_t226,0.1333,3,P3
e13_t229,e13_t236,0.0667,7,P3
e13_t229,e13_t243,0.0667,14,P3
e13_t229,e13_t254,0.0667,25,P3
e13_t229,e13_t255,0.0667,26,P3
e13_t230,e13_t235,0.0667,5,P3
e13_t244,e13_t251,0.0667,7,P3
e13_t244,e13_t253,0.0667,9,P3
e13_t244,e13_t254,0.0667,10,P3
e13_t0,e13_t5,0.0667,5,P3
e13_t2,e13_t5,0.0667,3,P3
e13_t6,e13_t24,0.0667,18,P3
e13_t6,e13_t38,0.0667,32,P3
e13_t7,e13_t11,0.0667,4,P3
e13_t8,e13_t10,0.0667,2,P3
e13_t14,e13_t17,0.0667,3,P3
e13_t14,e13_t23,0.0667,9,P3
e13_t15,e13_t17,0.0667,2,P3
e13_t18,e13_t23,0.0667,5,P3
e13_t19,e13_t21,0.0667,2,P3
e13_t19,e13_t22,0.0667,3,P3
e13_t24,e13_t30,0.0667,6,P3
e13_t25,e13_t29,0.0667,4,P3
e13_t26,e13_t28,0.0667,2,P3
e13_t26,e13_t29,0.0667,3,P3
e13_t34,e13_t36,0.0667,2,P3
e13_t39,e13_t44,0.0667,5,P3
e13_t40,e13_t43,0.0667,3,P3
e13_t62,e13_t73,0.0667,11,P3
e13_t63,e13_t67,0.0667,4,P3
e13_t63,e13_t72,0.0667,9,P3
e13_t68,e13_t72,0.0667,4,P3
e13_t69,e13_t72,0.0667,3,P3
e13_t78,e13_t85,0.0667,7,P3
e13_t80,e13_t83,0.0667,3,P3
e13_t80,e13_t84,0.0667,4,P3
e13_t81,e13_t83,0.0667,2,P3
e13_t84,e13_t85,0.1333,1,P3
e13_t86,e13_t91,0.0667,5,P3
e13_t87,e13_t91,0.0667,4,P3
e13_t88,e13_t90,0.0667,2,P3
e13_t90,e13_t91,0.0667,1,P3
e13_t92,e13_t98,0.0667,6,P3
e13_t92,e13_t162,0.0667,70,P3
e13_t92,e13_t192,0.0667,100,P3
e13_t92,e13_t193,0.0667,101,P3
e13_t93,e13_t98,0.0667,5,P3
e13_t97,e13_t98,0.0667,1,P3
e13_t99,e13_t103,0.0667,4,P3
e13_t100,e13_t101,0.0667,1,P3
e13_t104,e13_t109,0.0667,5,P3
e13_t104,e13_t115,0.0667,11,P3
e13_t109,e13_t113,0.0667,4,P3
e13_t109,e13_t114,0.0667,5,P3
e13_t111,e13_t113,0.1333,2,P3
e13_t120,e13_t129,0.0667,9,P3
e13_t124,e13_t129,0.0667,5,P3
e13_t126,e13_t128,0.0667,2,P3
e13_t130,e13_t155,0.0667,25,P3
e13_t131,e13_t134,0.0667,3,P3
e13_t131,e13_t135,0.1333,4,P3
e13_t136,e13_t138,0.0667,2,P3
e13_t141,e13_t146,0.0667,5,P3
e13_t141,e13_t153,0.0667,12,P3
e13_t143,e13_t145,0.0667,2,P3
e13_t156,e13_t160,0.0667,4,P3
e13_t157,e13_t159,0.0667,2,P3
e13_t164,e13_t167,0.0667,3,P3
e13_t175,e13_t187,0.0667,12,P3
e13_t182,e13_t186,0.0667,4,P3
e13_t183,e13_t185,0.0667,2,P3
e13_t189,e13_t191,0.0667,2,P3
e13_t194,e13_t198,0.0667,4,P3
e13_t194,e13_t239,0.0667,45,P3
e13_t194,e13_t244,0.0667,50,P3
e13_t222,e13_t228,0.0667,6,P3
e13_t241,e13_t244,0.0667,3,P3
e13_t246,e13_t251,0.0667,5,P3
e13_t247,e13_t250,0.0667,3,P3
e13_t2,e13_t13,0.0667,11,P3
e13_t3,e13_t7,0.0667,4,P3
e13_t3,e13_t8,0.0667,5,P3
e13_t3,e13_t13,0.0667,10,P3
e13_t4,e13_t6,0.0667,2,P3
e13_t8,e13_t13,0.0667,5,P3
e13_t10,e13_t12,0.0667,2,P3
e13_t15,e13_t26,0.0667,11,P3
e13_t15,e13_t30,0.0667,15,P3
e13_t20,e13_t25,0.0667,5,P3
e13_t21,e13_t24,0.0667,3,P3
e13_t28,e13_t30,0.0667,2,P3
e13_t31,e13_t54,0.0667,23,P3
e13_t32,e13_t53,0.0667,21,P3
e13_t32,e13_t54,0.0667,22,P3
e13_t33,e13_t38,0.0667,5,P3
e13_t34,e13_t37,0.0667,3,P3
e13_t39,e13_t42,0.0667,3,P3
e13_t39,e13_t53,0.0667,14,P3
e13_t43,e13_t53,0.0667,10,P3
e13_t44,e13_t51,0.0667,7,P3
e13_t44,e13_t53,0.0667,9,P3
e13_t46,e13_t48,0.0667,2,P3
e13_t53,e13_t54,0.0667,1,P3
e13_t55,e13_t128,0.0667,73,P3
e13_t55,e13_t129,0.0667,74,P3
e13_t55,e13_t163,0.0667,108,P3
e13_t56,e13_t60,0.0667,4,P3
e13_t70,e13_t102,0.0667,32,P3
e13_t71,e13_t82,0.0667,11,P3
e13_t73,e13_t82,0.0667,9,P3
e13_t83,e13_t102,0.0667,19,P3
e13_t92,e13_t102,0.0667,10,P3
e13_t104,e13_t121,0.0667,17,P3
e13_t110,e13_t114,0.0667,4,P3
e13_t136,e13_t142,0.0667,6,P3
e13_t137,e13_t142,0.0667,5,P3
e13_t158,e13_t162,0.0667,4,P3
e13_t163,e13_t169,0.0667,6,P3
e13_t164,e13_t168,0.0667,4,P3
e13_t165,e13_t167,0.0667,2,P3
e13_t170,e13_t215,0.0667,45,P3
e13_t170,e13_t216,0.0667,46,P3
e13_t171,e13_t172,0.0667,1,P3
e13_t171,e13_t180,0.0667,9,P3
e13_t171,e13_t214,0.0667,43,P3
e13_t172,e13_t173,0.0667,1,P3
e13_t172,e13_t178,0.0667,6,P3
e13_t202,e13_t214,0.0667,12,P3
e13_t203,e13_t214,0.0667,11,P3
e13_t204,e13_t214,0.0667,10,P3
e13_t208,e13_t213,0.0667,5,P3
e13_t218,e13_t248,0.0667,30,P3
e13_t231,e13_t236,0.0667,5,P3
e13_t237,e13_t246,0.0667,9,P3
e14_t32,e14_t33,0.2667,1,PZ
e14_t33,e14_t34,0.3333,1,PZ
e14_t33,e14_t48,0.0667,15,PZ
e14_t34,e14_t35,0.2,1,PZ
e14_t34,e14_t46,0.1333,12,PZ
e14_t35,e14_t36,0.4,1,PZ
e14_t35,e14_t44,0.1333,9,PZ
e14_t209,e14_t210,0.1333,1,PZ
e14_t209,e14_t221,0.0667,12,PZ
e14_t45,e14_t46,0.4,1,PZ
e14_t46,e14_t47,0.2667,1,PZ
e14_t46,e14_t67,0.0667,21,PZ
e14_t47,e14_t48,0.3333,1,PZ
e14_t204,e14_t205,0.2667,1,PZ
e14_t205,e14_t206,0.4667,1,PZ
e14_t242,e14_t243,0.4,1,PZ
e14_t243,e14_t244,0.2667,1,PZ
e14_t0,e14_t1,0.4667,1,PZ
e14_t1,e14_t2,0.4,1,PZ
e14_t3,e14_t4,0.2667,1,PZ
e14_t4,e14_t5,0.3333,1,PZ
e14_t4,e14_t24,0.0667,20,PZ
e14_t5,e14_t6,0.4,1,PZ
e14_t153,e14_t154,0.3333,1,PZ
e14_t154,e14_t155,0.3333,1,PZ
e14_t155,e14_t156,0.3333,1,PZ
e14_t156,e14_t157,0.2667,1,PZ
e14_t157,e14_t158,0.3333,1,PZ
e14_t159,e14_t160,0.2,1,PZ
e14_t160,e14_t161,0.4,1,PZ
e14_t160,e14_t230,0.0667,70,PZ
e14_t161,e14_t162,0.2667,1,PZ
e14_t165,e14_t222,0.0667,57,PZ
e14_t166,e14_t167,0.2667,1,PZ
e14_t167,e14_t168,0.2,1,PZ
e14_t167,e14_t218,0.0667,51,PZ
e14_t210,e14_t211,0.3333,1,PZ
e14_t220,e14_t221,0.2,1,PZ
e14_t221,e14_t222,0.2,1,PZ
e14_t222,e14_t223,0.4,1,PZ
e14_t226,e14_t229,0.2,3,PZ
e14_t228,e14_t229,0.2667,1,PZ
e14_t229,e14_t230,0.3333,1,PZ
e14_t230,e14_t231,0.4,1,PZ
e14_t232,e14_t233,0.3333,1,PZ
e14_t233,e14_t234,0.2667,1,PZ
e14_t234,e14_t235,0.4,1,PZ
e14_t235,e14_t236,0.4,1,PZ
e14_t244,e14_t245,0.2667,1,PZ
e14_t245,e14_t246,0.2667,1,PZ
e14_t249,e14_t250,0.2667,1,PZ
e14_t249,e14_t254,0.0667,5,PZ
e14_t252,e14_t253,0.2667,1,PZ
e14_t253,e14_t254,0.3333,1,PZ
e14_t254,e14_t255,0.2667,1,PZ
e14_t0,e14_t5,0.0667,5,PZ
e14_t0,e14_t10,0.0667,10,PZ
e14_t1,e14_t4,0.0667,3,PZ
e14_t9,e14_t10,0.3333,1,PZ
e14_t10,e14_t11,0.2667,1,PZ
e14_t11,e14_t17,0.0667,6,PZ
e14_t12,e14_t13,0.3333,1,PZ
e14_t12,e14_t17,0.0667,5,PZ
e14_t13,e14_t14,0.2667,1,PZ
e14_t13,e14_t15,0.0667,2,PZ
e14_t13,e14_t16,0.2,3,PZ
e14_t15,e14_t16,0.2,1,PZ
e14_t16,e14_t17,0.1333,1,PZ
